Entry,Species,Instance,Nature,Item,Move 1,Move 2,Move 3,Move 4,Possible Ability,EVs (HP/Atk/Def/SpA/SpD/Spe),Level 100 stats,Lv 100 speed,Level 50 stats,Lv 50 Speed,Fixed IVs (Brains only)
657,Arcanine,3,Modest,White Herb,Overheat,ExtremeSpeed,Crunch,Aerial Ace,Intimidate / Flash Fire, 0 / 0 / 0 /255/ 0 /255,321/230/196/328/196/289,289,165/117/100/167/100/147,147,
658,Salamence,3,Hardy,Salac Berry,Double-Edge,Earthquake,Crunch,Endure,Intimidate, 0 /255/ 0 /255/ 0 / 0 ,331/369/196/319/196/236,236,170/187/100/162/100/120,120,
659,Metagross,3,Adamant,Chesto Berry,Earthquake,Meteor Mash,Double Team,Rest,Clear Body,170/170/ 0 / 0 / 0 /170,343/382/296/203/216/218,218,176/194/150/103/110/111,111,
660,Slaking,3,Adamant,Choice Band,Earthquake,Shadow Ball,Aerial Ace,Brick Break,Truant, 0 / 0 /255/ 0 /255/ 0 ,441/391/299/203/229/236,236,225/198/152/103/117/120,120,
771,Raikou,2,Modest,BrightPowder,Thunder,Rain Dance,Double Team,Reflect,Pressure, 0 / 0 / 0 /255/ 0 /255,321/185/186/361/236/329,329,165/94/95/183/120/167,167,
662,Medicham,4,Hardy,Lum Berry,Mega Kick,Psychic,Shadow Ball,Rock Slide,Pure Power, 0 /255/ 0 /255/ 0 / 0 ,261/219/186/219/186/196,196,135/112/95/112/95/100,100,
663,Misdreavus,4,Timid,Lum Berry,Destiny Bond,Psychic,Shadow Ball,Thunderbolt,Levitate, 0 / 0 / 0 /255/ 0 /255,261/140/156/269/206/295,295,135/72/80/137/105/150,150,
664,Fearow,4,Hardy,Lum Berry,Drill Peck,Double-Edge,Steel Wing,Sky Attack,Keen Eye, 0 /255/ 0 /255/ 0 / 0 ,271/279/166/221/158/236,236,140/142/85/113/81/120,120,
665,Granbull,4,Brave,Choice Band,Mega Kick,Earthquake,Crunch,Shadow Ball,Intimidate, 0 /255/ 0 /255/ 0 / 0 ,321/372/186/219/156/113,113,165/189/95/112/80/58,58,
666,Jynx,4,Modest,Lum Berry,Psychic,Ice Beam,Lovely Kiss,Fake Tears,Oblivious,255/ 0 / 0 /255/ 0 / 0 ,334/122/106/361/226/226,226,172/63/55/183/115/115,115,
667,Dusclops,4,Adamant,Chesto Berry,Double-Edge,Shadow Ball,Curse,Rest,Pressure,255/255/ 0 / 0 / 0 / 0 ,284/262/296/140/296/86,86,147/134/150/72/150/45,45,
668,Dodrio,4,Adamant,Salac Berry,Flail,Endure,Drill Peck,Facade,Run Away / Early Bird, 0 /255/ 0 / 0 / 0 /255,261/350/176/140/156/299,299,135/178/90/72/80/152,152,
669,Mr. Mime,4,Modest,BrightPowder,Psychic,Thunderbolt,Ice Punch,Fire Punch,Soundproof,255/ 0 / 0 /255/ 0 / 0 ,284/113/166/328/276/216,216,147/58/85/167/140/110,110,
670,Lanturn,4,Modest,Lum Berry,Surf,Thunderbolt,Ice Beam,Confuse Ray,Volt Absorb / Illuminate, 0 / 0 / 0 /255/ 0 /255,391/136/152/276/188/233,233,200/70/78/140/96/119,119,
671,Breloom,4,Adamant,Quick Claw,Focus Punch,Sludge Bomb,Spore,Double Team,Effect Spore, 0 /255/ 0 / 0 / 0 /255,261/394/196/140/156/239,239,135/200/100/72/80/122,122,
672,Forretress,4,Adamant,Quick Claw,Explosion,Earthquake,Rock Slide,Double-Edge,Sturdy, 0 /255/ 0 / 0 /255/ 0 ,291/306/316/140/219/116,116,150/156/160/72/112/60,60,
673,Whiscash,4,Quiet,Quick Claw,Fissure,Surf,Earthquake,Ice Beam,Oblivious, 0 /255/ 0 /255/ 0 / 0 ,361/255/182/276/178/140,140,185/130/93/140/91/72,72,
674,Xatu,4,Docile,Petaya Berry,Psychic,Drill Peck,Shadow Ball,Confuse Ray,Synchronize / Early Bird, 0 /255/ 0 /255/ 0 / 0 ,271/249/176/289/176/226,226,140/127/90/147/90/115,115,
675,Skarmory,4,Adamant,Quick Claw,Drill Peck,Steel Wing,Counter,Rock Slide,Keen Eye / Sturdy,255/255/ 0 / 0 / 0 / 0 ,334/284/316/104/176/176,176,172/145/160/54/90/90,90,
676,Marowak,4,Adamant,Thick Club,Earthquake,Rock Slide,Swords Dance,Mega Kick,Rock Head / Lightningrod, 0 /255/ 0 / 0 / 0 /255,261/284/256/122/196/189,189,135/145/130/63/100/97,97,
677,Quagsire,4,Sassy,Leftovers,Surf,Earthquake,Ice Beam,Amnesia,Damp / Water Absorb, 0 /170/ 0 /170/170/ 0 ,331/248/206/208/228/95,95,170/126/105/106/117/49,49,
678,Clefable,4,Docile,Focus Band,Mega Kick,Psychic,Shadow Ball,Softboiled,Cute Charm, 0 /255/255/ 0 / 0 / 0 ,331/239/245/206/216/156,156,170/122/125/105/110/80,80,
679,Hariyama,4,Adamant,Scope Lens,Cross Chop,Earthquake,Rock Slide,Fake Out,Thick Fat / Guts,255/255/ 0 / 0 / 0 / 0 ,492/372/156/104/156/136,136,251/189/80/54/80/70,70,
680,Raichu,4,Docile,BrightPowder,Thunderbolt,Thunder Wave,Protect,Mega Kick,Static, 0 /255/ 0 /255/ 0 / 0 ,261/279/146/279/196/236,236,135/142/75/142/100/120,120,
681,Dewgong,4,Docile,Lum Berry,Sheer Cold,Ice Beam,Surf,Signal Beam,Thick Fat, 0 /255/ 0 /255/ 0 / 0 ,321/239/196/239/226/176,176,165/122/100/122/115/90,90,
682,Manectric,4,Modest,Lum Berry,Thunderbolt,Crunch,Thunder Wave,Roar,Static / Lightningrod, 0 / 0 / 0 /255/ 0 /255,281/167/156/339/156/309,309,145/85/80/172/80/157,157,
683,Vileplume,4,Quiet,Quick Claw,SolarBeam,Sludge Bomb,Sunny Day,Synthesis,Chlorophyll, 0 /255/ 0 /255/ 0 / 0 ,291/259/206/328/216/122,122,150/132/105/167/110/63,63,
684,Victreebel,4,Quirky,BrightPowder,Giga Drain,Double-Edge,Sludge Bomb,Synthesis,Chlorophyll, 0 /255/ 0 /255/ 0 / 0 ,301/309/166/299/156/176,176,155/157/85/152/80/90,90,
685,Electrode,4,Naughty,Lum Berry,Explosion,Thunderbolt,Thunder Wave,Mirror Coat,Soundproof / Static, 0 /255/ 0 /255/ 0 / 0 ,261/218/176/259/176/316,316,135/112/90/132/90/160,160,
686,Exploud,4,Hardy,White Herb,Mega Kick,Earthquake,Shadow Ball,Overheat,Soundproof, 0 /255/ 0 /255/ 0 / 0 ,349/281/162/281/162/172,172,179/143/83/143/83/88,88,
687,Shiftry,4,Hardy,Focus Band,Explosion,Giga Drain,Mega Kick,Fake Out,Chlorophyll / Early Bird, 0 /255/ 0 /255/ 0 / 0 ,321/299/156/279/156/196,196,165/152/80/142/80/100,100,
688,Glalie,4,Hardy,Leftovers,Ice Beam,Earthquake,Crunch,Shadow Ball,Inner Focus,170/170/ 0 /170/ 0 / 0 ,343/238/196/238/196/196,196,176/121/100/121/100/100,100,
689,Ludicolo,4,Bold,Leftovers,Leech Seed,Rain Dance,Double Team,Toxic,Swift Swim / Rain Dish,170/ 0 /170/ 0 /170/ 0 ,343/158/239/216/278/176,176,176/81/122/110/141/90,90,
690,Hypno,4,Modest,Lum Berry,Psychic,ThunderPunch,Fire Punch,Ice Punch,Insomnia,255/ 0 / 0 /255/ 0 / 0 ,374/163/176/269/266/170,170,192/84/90/137/135/87,87,
691,Golem,4,Adamant,Quick Claw,Explosion,Earthquake,Rock Slide,Double-Edge,Rock Head / Sturdy, 0 /255/ 0 / 0 /255/ 0 ,301/350/296/131/229/126,126,155/178/150/67/117/65,65,
692,Rhydon,4,Adamant,Quick Claw,Megahorn,Earthquake,Rock Slide,Horn Drill,Lightningrod / Rock Head,255/255/ 0 / 0 / 0 / 0 ,414/394/276/113/126/116,116,212/200/140/58/65/60,60,
693,Alakazam,4,Modest,BrightPowder,Psychic,ThunderPunch,Fire Punch,Ice Punch,Synchronize / Inner Focus, 0 / 0 /255/255/ 0 / 0 ,251/122/189/405/206/276,276,130/63/97/205/105/140,140,
694,Weezing,4,Adamant,Focus Band,Explosion,Sludge Bomb,Frustration,Shadow Ball,Levitate,255/255/ 0 / 0 / 0 / 0 ,334/306/276/185/176/156,156,172/156/140/94/90/80,80,
695,Kangaskhan,4,Adamant,BrightPowder,Mega Kick,Earthquake,Aerial Ace,Shadow Ball,Early Bird, 0 /255/ 0 / 0 / 0 /255,351/317/196/104/196/279,279,180/161/100/54/100/142,142,
696,Electabuzz,4,Docile,Scope Lens,Thunderbolt,Psychic,Mega Kick,Cross Chop,Static, 0 /255/ 0 /255/ 0 / 0 ,271/265/150/289/206/246,246,140/135/77/147/105/125,125,
697,Tauros,4,Docile,BrightPowder,Double-Edge,Rock Tomb,Thunderbolt,Surf,Intimidate, 0 /255/ 0 /255/ 0 / 0 ,291/299/226/179/176/256,256,150/152/115/92/90/130,130,
698,Slowbro,4,Sassy,Quick Claw,Psychic,Surf,Earthquake,Ice Beam,Oblivious / Own Tempo, 0 / 0 / 0 /255/255/ 0 ,331/186/256/299/284/86,86,170/95/130/152/145/45,45,
699,Slowking,4,Modest,Quick Claw,Psychic,Surf,Ice Beam,Flamethrower,Oblivious / Own Tempo, 0 / 0 /255/255/ 0 / 0 ,331/167/259/328/256/96,96,170/85/132/167/130/50,50,
700,Miltank,4,Adamant,Lum Berry,Double-Edge,Curse,Double Team,Milk Drink,Thick Fat, 0 /255/ 0 / 0 /255/ 0 ,331/284/246/104/239/236,236,170/145/125/54/122/120,120,
701,Altaria,4,Docile,Shell Bell,Dragon Claw,Earthquake,Flamethrower,Ice Beam,Natural Cure, 0 /255/ 0 /255/ 0 / 0 ,291/239/216/239/246/196,196,150/122/110/122/125/100,100,
702,Nidoqueen,4,Adamant,White Herb,Superpower,Sludge Bomb,Earthquake,Shadow Ball,Poison Point,255/255/ 0 / 0 / 0 / 0 ,384/289/210/167/206/188,188,197/147/107/85/105/96,96,
703,Nidoking,4,Docile,Lum Berry,Megahorn,Sludge Bomb,Earthquake,Thunder,Poison Point, 0 /255/ 0 /255/ 0 / 0 ,303/283/190/269/186/206,206,156/144/97/137/95/105,105,
704,Magmar,4,Docile,Scope Lens,Flamethrower,Psychic,Cross Chop,Confuse Ray,Flame Body,255/ 0 /255/ 0 / 0 / 0 ,334/226/213/236/206/222,222,172/115/109/120/105/113,113,
705,Cradily,4,Bold,Leftovers,Toxic,Ingrain,Mirror Coat,Giga Drain,Suction Cups,170/ 0 /170/ 0 /170/ 0 ,355/178/299/198/292/122,122,182/91/152/101/148/63,63,
706,Armaldo,4,Adamant,Choice Band,Double-Edge,Earthquake,Aerial Ace,Rock Slide,Battle Armor,255/255/ 0 / 0 / 0 / 0 ,354/383/236/158/196/126,126,182/194/120/81/100/65,65,
707,Golduck,4,Docile,Scope Lens,Surf,Cross Chop,Ice Beam,Aerial Ace,Damp / Cloud Nine, 0 /255/ 0 / 0 / 0 /255,301/263/192/226/196/269,269,155/134/98/115/100/137,137,
708,Rapidash,4,Docile,White Herb,Overheat,Double-Edge,Iron Tail,Double Kick,Run Away / Flash Fire, 0 /170/ 0 /170/ 0 /170,271/278/176/238/196/288,288,140/141/90/121/100/146,146,
709,Muk,4,Brave,Quick Claw,Sludge Bomb,Brick Break,Giga Drain,Explosion,Stench / Sticky Hold, 0 /255/255/ 0 / 0 / 0 ,351/339/249/166/236/122,122,180/172/127/85/120/63,63,
710,Gengar,4,Modest,Lum Berry,Psychic,Fire Punch,Ice Punch,Destiny Bond,Levitate, 0 / 0 / 0 /255/ 0 /255,261/149/156/394/186/319,319,135/76/80/200/95/162,162,
711,Ampharos,4,Modest,Lum Berry,Thunderbolt,Fire Punch,Thunder Wave,Reflect,Static, 0 / 0 /255/255/ 0 / 0 ,321/167/249/361/216/146,146,165/85/127/183/110/75,75,
712,Scizor,4,Careful,BrightPowder,Silver Wind,Swords Dance,Agility,Baton Pass,Swarm,255/ 0 / 0 / 0 /255/ 0 ,344/296/236/131/284/166,166,177/150/120/67/145/85,85,
713,Heracross,4,Adamant,Salac Berry,Megahorn,Earthquake,Reversal,Endure,Swarm / Guts, 0 /255/ 0 / 0 / 0 /255,301/383/186/104/226/269,269,155/194/95/54/115/137,137,
714,Ursaring,4,Adamant,BrightPowder,Double-Edge,Earthquake,Rock Slide,Aerial Ace,Guts,255/255/ 0 / 0 / 0 / 0 ,384/394/186/167/186/146,146,197/200/95/85/95/75,75,
715,Houndoom,4,Modest,White Herb,Overheat,SolarBeam,Crunch,Sunny Day,Early Bird / Flash Fire, 0 / 0 / 0 /255/ 0 /255,291/194/136/350/196/289,289,150/99/70/178/100/147,147,
716,Donphan,4,Adamant,Quick Claw,Fissure,Earthquake,Rock Slide,Iron Tail,Sturdy,255/255/ 0 / 0 / 0 / 0 ,384/372/276/140/156/136,136,197/189/140/72/80/70,70,
717,Claydol,4,Adamant,Focus Band,Psychic,Earthquake,Shadow Ball,Explosion,Levitate,255/255/ 0 / 0 / 0 / 0 ,324/262/246/158/276/186,186,167/134/125/81/140/95,95,
718,Wailord,4,Hardy,Quick Claw,Surf,Ice Beam,Earthquake,Fissure,Water Veil / Oblivious,170/ 0 /170/ 0 /170/ 0 ,523/216/168/216/168/156,156,266/110/86/110/86/80,80,
719,Ninetales,4,Quirky,White Herb,Overheat,Double-Edge,Confuse Ray,Will-O-Wisp,Flash Fire, 0 / 0 / 0 /255/ 0 /255,287/188/186/261/236/299,299,148/96/95/133/120/152,152,
720,Machamp,4,Hardy,Scope Lens,Cross Chop,Earthquake,Flamethrower,Rock Slide,Guts, 0 /255/ 0 /255/ 0 / 0 ,321/359/196/229/206/146,146,165/182/100/117/105/75,75,
721,Shuckle,4,Careful,Chesto Berry,Toxic,Double Team,Wrap,Rest,Sturdy, 0 / 0 /255/ 0 /255/ 0 ,181/56/559/50/614/46,46,95/30/282/27/310/25,25,
722,Steelix,4,Adamant,Quick Claw,Earthquake,Iron Tail,Double-Edge,Explosion,Rock Head / Sturdy, 0 /255/ 0 / 0 /255/ 0 ,291/295/436/131/229/96,96,150/150/220/67/117/50,50,
723,Tentacruel,4,Quirky,Shell Bell,Hydro Pump,Sludge Bomb,Ice Beam,Mirror Coat,Clear Body / Liquid Ooze, 0 /170/170/170/ 0 / 0 ,301/218/208/238/276/236,236,155/111/106/121/140/120,120,
724,Aerodactyl,4,Hardy,King's Rock,Double-Edge,Earthquake,Fire Blast,Bite,Rock Head / Pressure, 0 /255/ 0 /255/ 0 / 0 ,301/309/166/219/186/296,296,155/157/85/112/95/150,150,
725,Porygon2,4,Modest,BrightPowder,Psychic,Thunderbolt,Ice Beam,Recover,Trace,255/ 0 / 0 /255/ 0 / 0 ,374/176/216/339/226/156,156,192/90/110/172/115/80,80,
726,Gardevoir,4,Modest,BrightPowder,Psychic,Thunderbolt,Ice Punch,Fire Punch,Synchronize / Trace, 0 / 0 / 0 /255/ 0 /255,277/149/166/383/266/259,259,143/76/85/194/135/132,132,
727,Exeggutor,4,Hardy,BrightPowder,Psychic,Giga Drain,Sludge Bomb,Explosion,Chlorophyll, 0 /255/ 0 /255/ 0 / 0 ,331/289/206/349/166/146,146,170/147/105/177/85/75,75,
782,Raikou,3,Modest,King's Rock,Thunderbolt,Thunder Wave,Quick Attack,Roar,Pressure, 0 / 0 / 0 /255/ 0 /255,321/185/186/361/236/329,329,165/94/95/183/120/167,167,
729,Flygon,4,Hardy,Scope Lens,Earthquake,Dragon Claw,Double-Edge,Crunch,Levitate, 0 /170/ 0 /170/ 0 /170,301/278/196/238/196/278,278,155/141/100/121/100/141,141,
730,Venusaur,4,Docile,Lum Berry,SolarBeam,Sludge Bomb,Sunny Day,Earthquake,Overgrow, 0 /170/ 0 /170/170/ 0 ,301/242/202/278/278/196,196,155/123/103/141/141/100,100,
731,Vaporeon,4,Calm,Lum Berry,Surf,Ice Beam,Acid Armor,Rest,Water Absorb,170/ 0 / 0 /170/170/ 0 ,443/149/156/298/294/166,166,226/76/80/151/150/85,85,
793,Raikou,4,Modest,Lum Berry,Thunderbolt,Bite,Thunder Wave,Reflect,Pressure, 0 / 0 / 0 /255/ 0 /255,321/185/186/361/236/329,329,165/94/95/183/120/167,167,
733,Flareon,4,Quiet,Quick Claw,Overheat,Sunny Day,Double-Edge,Shadow Ball,Flash Fire, 0 /255/ 0 /255/ 0 / 0 ,271/359/156/317/256/149,149,140/182/80/161/130/76,76,
734,Meganium,4,Hardy,BrightPowder,Giga Drain,Earthquake,AncientPower,Body Slam,Overgrow,170/170/ 0 /170/ 0 / 0 ,343/242/236/244/236/196,196,176/123/120/124/120/100,100,
735,Espeon,4,Modest,BrightPowder,Psychic,Bite,Attract,Calm Mind,Synchronize, 0 / 0 / 0 /255/ 0 /255,271/149/156/394/226/319,319,140/76/80/200/115/162,162,
736,Umbreon,4,Bold,Leftovers,Confuse Ray,Toxic,Faint Attack,Double Team,Synchronize,170/ 0 /170/ 0 /170/ 0 ,373/149/327/156/338/166,166,191/76/166/80/171/85,85,
737,Blastoise,4,Docile,Focus Band,Surf,Earthquake,Ice Beam,Mirror Coat,Torrent,170/170/ 0 /170/ 0 / 0 ,341/244/236/248/246/192,192,175/124/120/126/125/98,98,
738,Feraligatr,4,Hardy,Scope Lens,Hydro Pump,Ice Beam,Earthquake,Aerial Ace,Torrent,170/170/ 0 /170/ 0 / 0 ,353/288/236/236/202/192,192,181/146/120/120/103/98,98,
739,Aggron,4,Adamant,Quick Claw,Double-Edge,Earthquake,Rock Slide,Aerial Ace,Sturdy / Rock Head,255/255/ 0 / 0 / 0 / 0 ,344/350/396/140/156/136,136,177/178/200/72/80/70,70,
740,Blaziken,4,Hardy,White Herb,Overheat,Earthquake,ThunderPunch,Rock Slide,Blaze, 0 /255/ 0 /255/ 0 / 0 ,301/339/176/319/176/196,196,155/172/90/162/90/100,100,
741,Walrein,4,Quiet,BrightPowder,Surf,Ice Beam,Earthquake,Sheer Cold,Thick Fat, 0 /255/ 0 /255/ 0 / 0 ,361/259/216/317/216/149,149,185/132/110/161/110/76,76,
877,Raikou,5,Modest,BrightPowder,Thunderbolt,Double-Edge,Roar,Reflect,Pressure, 0 / 0 / 0 /255/ 0 /255,321/185/186/361/236/329,329,165/94/95/183/120/167,167,
743,Charizard,4,Hardy,White Herb,Overheat,Earthquake,Aerial Ace,Rock Slide,Blaze, 0 /170/ 0 /170/ 0 /170,297/246/192/296/206/278,278,153/125/98/150/105/141,141,
744,Typhlosion,4,Hardy,White Herb,Overheat,ThunderPunch,Earthquake,Crush Claw,Blaze, 0 /170/ 0 /170/ 0 /170,297/246/192/296/206/278,278,153/125/98/150/105/141,141,
745,Lapras,4,Modest,Lum Berry,Surf,Ice Beam,Thunderbolt,Psychic,Water Absorb / Shell Armor,255/ 0 / 0 /255/ 0 / 0 ,464/185/196/295/226/156,156,237/94/100/150/115/80,80,
454,Sceptile,1,Modest,Leftovers,Leaf Blade,Leech Seed,Aerial Ace,Detect,Overgrow, 0 / 0 / 0 /255/ 0 /255,281/185/166/339/206/339,339,145/94/85/172/105/172,172,
747,Swampert,4,Quiet,Shell Bell,Surf,Earthquake,Ice Beam,Mirror Coat,Torrent, 0 /255/ 0 /255/ 0 / 0 ,341/319/216/295/216/140,140,175/162/110/150/110/72,72,
748,Gyarados,4,Adamant,Chesto Berry,Return,Earthquake,Dragon Dance,Rest,Intimidate,170/ 0 /170/ 0 /170/ 0 ,373/314/236/140/278/198,198,191/160/120/72/141/101,101,
749,Snorlax,4,Adamant,Quick Claw,Double-Edge,Shadow Ball,Brick Break,Curse,Immunity / Thick Fat, 0 /255/255/ 0 / 0 / 0 ,461/350/229/149/256/96,96,235/178/117/76/130/50,50,
750,Kingdra,4,Hardy,Chesto Berry,Double-Edge,Ice Beam,Dragon Dance,Rest,Swift Swim,170/ 0 /170/ 0 /170/ 0 ,333/226/268/226/268/206,206,171/115/136/115/136/105,105,
751,Blissey,4,Bold,Focus Band,Ice Beam,Calm Mind,Counter,Softboiled,Natural Cure / Serene Grace, 0 / 0 /255/ 0 /255/ 0 ,651/50/130/186/369/146,146,330/27/68/95/187/75,75,
752,Milotic,4,Modest,Leftovers,Surf,Ice Beam,Recover,Mirror Coat,Marvel Scale, 0 / 0 /170/170/170/ 0 ,331/140/236/305/328/198,198,170/72/120/155/166/101,101,
753,Arcanine,4,Docile,White Herb,Overheat,ExtremeSpeed,Crunch,Double-Edge,Intimidate / Flash Fire, 0 / 0 / 0 /255/ 0 /255,321/256/196/299/196/289,289,165/130/100/152/100/147,147,
754,Salamence,4,Adamant,BrightPowder,Double-Edge,Earthquake,Aerial Ace,Dragon Dance,Intimidate,255/255/ 0 / 0 / 0 / 0 ,394/405/196/230/196/236,236,202/205/100/117/100/120,120,
755,Metagross,4,Hardy,Quick Claw,Meteor Mash,Psychic,Earthquake,Shadow Ball,Clear Body, 0 /255/ 0 /255/ 0 / 0 ,301/369/296/289/216/176,176,155/187/150/147/110/90,90,
756,Slaking,4,Modest,Lum Berry,Thunderbolt,Flamethrower,Ice Beam,Yawn,Truant, 0 / 0 / 0 /255/255/ 0 ,441/320/236/317/229/236,236,225/162/120/161/117/120,120,
757,Articuno,1,Modest,Lum Berry,Ice Beam,Water Pulse,Icy Wind,Roar,Pressure, 0 / 0 / 0 /255/ 0 /255,321/185/236/317/286/269,269,165/94/120/161/145/137,137,
758,Zapdos,1,Docile,Lum Berry,Thunderbolt,Drill Peck,Thunder Wave,Roar,Pressure, 0 / 0 / 0 /255/ 0 /255,321/216/206/349/216/299,299,165/110/105/177/110/152,152,
759,Moltres,1,Docile,Lum Berry,Flamethrower,Aerial Ace,Mud-Slap,Roar,Pressure, 0 /255/ 0 /255/ 0 / 0 ,321/299/216/349/206/216,216,165/152/110/177/105/110,110,
550,Sceptile,2,Modest,Lum Berry,Leaf Blade,ThunderPunch,Attract,Double Team,Overgrow, 0 / 0 / 0 /255/ 0 /255,281/185/166/339/206/339,339,145/94/85/172/105/172,172,
761,Entei,1,Modest,Chesto Berry,Flamethrower,Double Team,Calm Mind,Rest,Pressure, 0 / 0 / 0 /255/ 0 /255,371/239/206/306/186/299,299,190/121/105/156/95/152,152,
762,Suicune,1,Modest,Chesto Berry,Surf,Double Team,Calm Mind,Rest,Pressure, 0 / 0 / 0 /255/ 0 /255,341/167/266/306/266/269,269,175/85/135/156/135/137,137,
763,Regirock,1,Adamant,White Herb,Superpower,Earthquake,Rock Slide,Explosion,Clear Body,255/255/ 0 / 0 / 0 / 0 ,364/328/436/122/236/136,136,187/167/220/63/120/70,70,
764,Regice,1,Modest,Chesto Berry,Ice Beam,Thunderbolt,Amnesia,Rest,Clear Body,255/ 0 / 0 /255/ 0 / 0 ,364/122/236/328/436/136,136,187/63/120/167/220/70,70,
765,Registeel,1,Adamant,Chesto Berry,Metal Claw,Curse,Amnesia,Rest,Clear Body,255/255/ 0 / 0 / 0 / 0 ,364/273/336/167/336/136,136,187/139/170/85/170/70,70,
766,Latias,1,Modest,Lum Berry,Psychic,Thunderbolt,Ice Beam,Dragon Claw,Levitate,255/ 0 / 0 /255/ 0 / 0 ,364/176/216/350/296/256,256,187/90/110/178/150/130,130,
767,Latios,1,Modest,Lum Berry,Psychic,Thunderbolt,Ice Beam,Dragon Claw,Levitate,255/ 0 / 0 /255/ 0 / 0 ,364/194/196/394/256/256,256,187/99/100/200/130/130,130,
768,Articuno,2,Impish,Leftovers,Substitute,Toxic,Blizzard,Double Team,Pressure,170/ 0 /170/ 0 /170/ 0 ,363/206/305/203/328/206,206,186/105/155/103/166/105,105,
769,Zapdos,2,Docile,BrightPowder,Thunder,Rain Dance,Drill Peck,Double Team,Pressure, 0 /255/ 0 / 0 / 0 /255,321/279/206/286/216/299,299,165/142/105/145/110/152,152,
770,Moltres,2,Hardy,White Herb,Overheat,Aerial Ace,Double Team,Protect,Pressure, 0 /255/ 0 /255/ 0 / 0 ,321/299/216/349/206/216,216,165/152/110/177/105/110,110,
742,Sceptile,4,Modest,BrightPowder,Leaf Blade,Dragon Claw,Crunch,ThunderPunch,Overgrow, 0 / 0 / 0 /255/ 0 /255,281/185/166/339/206/339,339,145/94/85/172/105/172,172,
772,Entei,2,Modest,BrightPowder,Fire Blast,Sunny Day,SolarBeam,Reflect,Pressure, 0 / 0 / 0 /255/ 0 /255,371/239/206/306/186/299,299,190/121/105/156/95/152,152,
773,Suicune,2,Calm,Leftovers,Toxic,Dive,Double Team,Protect,Pressure,170/ 0 /170/ 0 /170/ 0 ,383/167/308/216/338/206,206,196/85/156/110/172/105,105,
774,Regirock,2,Adamant,Quick Claw,Earthquake,Rock Slide,Counter,Explosion,Clear Body,255/255/ 0 / 0 / 0 / 0 ,364/328/436/122/236/136,136,187/167/220/63/120/70,70,
775,Regice,2,Quiet,BrightPowder,Thunder,Rain Dance,Blizzard,Brick Break,Clear Body,255/ 0 / 0 /255/ 0 / 0 ,364/136/236/328/436/122,122,187/70/120/167/220/63,63,
776,Registeel,2,Quiet,BrightPowder,Thunderbolt,Ice Punch,Earthquake,Aerial Ace,Clear Body,170/170/ 0 /170/ 0 / 0 ,343/228/336/250/336/122,122,176/116/170/128/170/63,63,
777,Latias,2,Docile,Quick Claw,Psychic,Thunderbolt,Ice Beam,Earthquake,Levitate, 0 /255/ 0 /255/ 0 / 0 ,301/259/216/319/296/256,256,155/132/110/162/150/130,130,
778,Latios,2,Docile,Quick Claw,Psychic,Thunderbolt,Ice Beam,Earthquake,Levitate, 0 /255/ 0 /255/ 0 / 0 ,301/279/196/359/256/256,256,155/142/100/182/130/130,130,
779,Articuno,3,Docile,BrightPowder,Ice Beam,Facade,Aerial Ace,Protect,Pressure, 0 /255/ 0 /255/ 0 / 0 ,321/269/236/289/286/206,206,165/137/120/147/145/105,105,
780,Zapdos,3,Docile,Leftovers,Thunderbolt,Drill Peck,Thunder Wave,Substitute,Pressure, 0 /170/ 0 /170/ 0 /170,321/258/206/328/216/278,278,165/131/105/166/110/141,141,
781,Moltres,3,Modest,Chesto Berry,Fire Blast,Sunny Day,Double Team,Rest,Pressure, 0 / 0 / 0 /255/ 0 /255,321/212/216/383/206/279,279,165/108/110/194/105/142,142,
318,Sneasel,2,Jolly,King's Rock,Crush Claw,Brick Break,Aerial Ace,Screech,Inner Focus / Keen Eye,170/ 0 /170/ 0 / 0 /170,293/226/188/95/186/338,338,151/115/96/49/95/172,172,
783,Entei,3,Docile,Lum Berry,Flamethrower,Double-Edge,Swagger,Psych Up,Pressure, 0 /255/ 0 / 0 / 0 /255,371/329/206/216/186/299,299,190/167/105/110/95/152,152,
784,Suicune,3,Modest,Lum Berry,Surf,Ice Beam,Rain Dance,Roar,Pressure, 0 / 0 / 0 /255/ 0 /255,341/167/266/306/266/269,269,175/85/135/156/135/137,137,
785,Regirock,3,Adamant,Chesto Berry,Rock Slide,Earthquake,Curse,Rest,Clear Body,255/ 0 / 0 / 0 /255/ 0 ,364/259/436/122/299/136,136,187/132/220/63/152/70,70,
786,Regice,3,Quiet,Lum Berry,Ice Beam,Thunderbolt,Thunder Wave,Explosion,Clear Body,255/ 0 / 0 /255/ 0 / 0 ,364/136/236/328/436/122,122,187/70/120/167/220/63,63,
787,Registeel,3,Adamant,Quick Claw,AncientPower,Amnesia,Counter,Explosion,Clear Body,170/ 0 /170/ 0 /170/ 0 ,343/204/378/167/378/136,136,176/105/191/85/191/70,70,
788,Latias,3,Docile,Focus Band,Dragon Claw,Thunderbolt,Ice Beam,Earthquake,Levitate, 0 /255/ 0 /255/ 0 / 0 ,301/259/216/319/296/256,256,155/132/110/162/150/130,130,
789,Latios,3,Docile,Focus Band,Dragon Claw,Thunderbolt,Ice Beam,Earthquake,Levitate, 0 /255/ 0 /255/ 0 / 0 ,301/279/196/359/256/256,256,155/142/100/182/130/130,130,
